date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2018-10-31,28306,21313,6993,8188610,32788936,40977546,5161,1321,6482
2018-11-01,22318,18465,3853,4594137,43809242,48403379,2053,650,2703
2018-11-02,23218,18908,4310,4927291,36315165,41242456,2350,815,3165
2018-11-03,21642,17307,4335,7860129,34950817,42810946,2173,674,2847
2018-11-04,16866,13796,3070,3012430,21410357,24422787,1634,529,2163
2018-11-05,19592,15276,4316,4109125,20487051,24596176,2239,717,2956
2018-11-06,15627,11983,3644,4059175,11991736,16050911,1799,576,2375
2018-11-07,5902,4283,1619,2753400,4666700,7420100,514,191,705
2018-11-08,10160,7830,2330,3884198,6922712,10806910,1067,386,1453
2018-11-09,15353,12212,3141,3634050,8693819,12327869,1387,559,1946
2018-11-10,17606,14184,3422,3587447,12933272,16520719,1698,612,2310
2018-11-11,15888,13180,2708,4948713,12929785,17878498,1226,527,1753
2018-11-12,18981,14465,4516,8849548,23024310,31873858,1730,750,2480
2018-11-13,21272,16470,4802,8405669,27345953,35751622,1668,950,2618
2018-11-14,29662,21824,7838,14268660,26180589,40449249,4314,1331,5645
2018-11-15,22380,17743,4637,7698259,27227071,34925330,1747,1022,2769
2018-11-16,21951,17580,4371,6410058,30684257,37094315,1783,920,2703
2018-11-17,16786,12956,3830,5945892,28508881,34454773,1407,749,2156
2018-11-18,12327,9750,2577,2971873,16472217,19444090,1117,470,1587
2018-11-19,17581,13051,4530,5363441,25203133,30566574,1881,810,2691
2018-11-20,21052,16649,4403,6294175,34134918,40429093,2021,983,3004
2018-11-21,22364,17463,4901,6583454,30990229,37573683,2423,901,3324
2018-11-22,22148,17802,4346,5945048,31560877,37505925,1957,866,2823
2018-11-23,17887,14422,3465,7040025,27055677,34095702,1349,744,2093
2018-11-24,19457,15616,3841,3418783,22189718,25608501,1605,765,2370
2018-11-25,13788,11370,2418,2477577,15349849,17827426,1232,624,1856
2018-11-26,22178,17439,4739,6210771,26126926,32337697,1958,1011,2969
2018-11-27,22746,18082,4664,5806965,32868153,38675118,1764,1021,2785
2018-11-28,27207,21117,6090,7970838,28965085,36935923,3279,1100,4379
2018-11-29,24441,19773,4668,6714465,34359890,41074355,2074,1165,3239
2018-11-30,23817,19661,4156,7468221,44688034,52156255,2133,954,3087
2018-12-01,23224,19919,3305,6061968,55824411,61886379,1555,650,2205
2018-12-02,15434,13748,1686,2795763,26947719,29743482,1111,500,1611
2018-12-03,22224,18535,3689,5399051,27362022,32761073,1678,831,2509
2018-12-04,24311,19947,4364,6730189,35058763,41788952,1968,875,2843
2018-12-05,28960,22599,6361,8713434,31978495,40691929,3805,1070,4875
2018-12-06,23139,18858,4281,6852910,32703711,39556621,1909,831,2740
2018-12-07,20531,17050,3481,4794539,30729123,35523662,1575,652,2227
2018-12-08,18805,15542,3263,3539273,26662403,30201676,1417,503,1920
2018-12-09,13301,11271,2030,2253453,18111724,20365177,935,331,1266
2018-12-10,20606,16789,3817,4047053,22220111,26267164,1629,768,2397
2018-12-11,20176,16504,3672,6432737,33257142,39689879,1683,881,2564
2018-12-12,27004,20647,6357,9337920,35669047,45006967,3921,1139,5060
2018-12-13,25528,21959,3569,5993995,31888002,37881997,1570,860,2430
2018-12-14,21048,17255,3793,6944655,34214835,41159490,1665,907,2572
2018-12-15,20372,16783,3589,6818951,28988312,35807263,1488,688,2176
2018-12-16,13636,11300,2336,5278075,20193502,25471577,1130,503,1633
2018-12-17,19598,16224,3374,5800236,26217456,32017692,1696,824,2520
2018-12-18,19684,16618,3066,5099501,29839105,34938606,1747,809,2556
2018-12-19,26631,21476,5155,6711510,33870053,40581563,3745,1368,5113
2018-12-20,21805,18559,3246,5920016,37848135,43768151,1868,1053,2921
2018-12-21,21784,18940,2844,5642271,76833133,82475404,1682,930,2612
2018-12-22,19523,16710,2813,5508575,30612019,36120594,1628,716,2344
2018-12-23,14602,12596,2006,3726771,20691529,24418300,1064,532,1596
2018-12-24,21430,17836,3594,5031728,28563816,33595544,1619,982,2601
2018-12-25,19268,15342,3926,5290353,28085234,33375587,1358,774,2132
2018-12-26,28208,22410,5798,8208040,30594001,38802041,3966,1570,5536
2018-12-27,20707,17913,2794,5493529,33135681,38629210,1860,1059,2919
2018-12-28,21625,18879,2746,4281482,31876832,36158314,1907,1269,3176
2018-12-29,19975,17833,2142,3623819,30223330,33847149,1500,1153,2653
2018-12-30,14363,12826,1537,2644522,22355276,24999798,1056,927,1983
2018-12-31,20305,18154,2151,2682222,27827646,30509868,1404,1393,2797
2019-01-01,17052,15546,1506,2513812,30309558,32823370,1120,1525,2645
2019-01-02,30209,25622,4587,6796646,35513707,42310353,3788,2350,6138
2019-01-03,23243,21049,2194,5150324,35357655,40507979,1567,1989,3556
2019-01-04,24446,22068,2378,4806014,37587937,42393951,1719,2012,3731
2019-01-05,21643,19079,2564,4972676,33784949,38757625,1952,1273,3225
2019-01-06,15802,14447,1355,1992520,21344071,23336591,1088,1130,2218
2019-01-07,22413,19911,2502,8971195,32351131,41322326,1717,1455,3172
2019-01-08,23475,20665,2810,6894624,36572291,43466915,1936,2100,4036
2019-01-09,28260,23180,5080,8801578,33870764,42672342,4103,1868,5971
2019-01-10,24774,21384,3390,8245770,38394963,46640733,2140,1782,3922
2019-01-11,26249,22245,4004,13009662,141368088,154377750,2003,1956,3959
2019-01-12,22381,19448,2933,4728530,32024880,36753410,2316,1580,3896
2019-01-13,16050,13893,2157,3077542,18264535,21342077,1505,1372,2877
2019-01-14,19932,17499,2433,3107745,24546304,27654049,1506,1676,3182
2019-01-15,20960,18410,2550,4982955,32225584,37208539,1423,1515,2938
2019-01-16,29162,23847,5315,9211210,34686266,43897476,3908,1821,5729
2019-01-17,22601,19605,2996,7812976,36557089,44370065,1643,1345,2988
2019-01-18,22641,19747,2894,6766151,33257034,40023185,1693,1487,3180
2019-01-19,19972,17033,2939,8082364,30753384,38835748,1622,1106,2728
2019-01-20,15611,13218,2393,5588785,20043627,25632412,1607,929,2536
2019-01-21,19183,16672,2511,5641414,25673574,31314988,1357,1223,2580
2019-01-22,19979,16201,3778,8541297,31147503,39688800,2239,1172,3411
2019-01-23,29071,22868,6203,13082831,35954818,49037649,4606,1993,6599
2019-01-24,23920,19517,4403,6412459,33770635,40183094,2358,1491,3849
2019-01-25,24342,20427,3915,7771270,33182706,40953976,1763,1462,3225
2019-01-26,11158,9576,1582,1013100,15253018,16266118,526,562,1088
2019-01-27,13297,11299,1998,2312994,15407267,17720261,939,1107,2046
2019-01-28,22447,18473,3974,6948279,28381982,35330261,1887,1510,3397
2019-01-29,21901,17506,4395,8898324,37446617,46344941,2578,1980,4558
2019-01-30,34835,27432,7403,11294920,41460774,52755694,5030,2697,7727
2019-01-31,29237,23737,5500,7275019,38965939,46240958,3264,2824,6088
2019-02-01,31151,26207,4944,6808740,46461938,53270678,2715,2523,5238
2019-02-02,26992,22670,4322,6718908,38844085,45562993,2466,2537,5003
2019-02-03,20166,17056,3110,3579910,22330386,25910296,1813,2299,4112
2019-02-04,29561,24659,4902,5590848,26949776,32540624,3473,2771,6244
2019-02-05,28571,24622,3949,6458433,32853231,39311664,2317,2220,4537
2019-02-06,32567,26527,6040,9470999,34612523,44083522,3872,2661,6533
2019-02-07,25959,22010,3949,7026050,34560664,41586714,2231,2201,4432
2019-02-08,28646,24107,4539,5920592,36240099,42160691,2756,2412,5168
2019-02-09,24624,20734,3890,4729417,29609538,34338955,2400,2363,4763
2019-02-10,17376,14830,2546,2633573,18099642,20733215,1631,1872,3503
2019-02-11,20768,17746,3022,4391319,22368900,26760219,1482,1507,2989
2019-02-12,26487,22047,4440,7465067,40094714,47559781,2403,2374,4777
2019-02-13,35775,28053,7722,10115904,42246726,52362630,5182,2953,8135
2019-02-14,27812,22945,4867,9247467,38084367,47331834,2607,2264,4871
2019-02-15,30206,24688,5518,8968320,37116007,46084327,3213,2497,5710
2019-02-16,25351,21022,4329,7151394,35918805,43070199,2313,2209,4522
2019-02-17,17441,14841,2600,3150425,22642188,25792613,1389,1631,3020
2019-02-18,24555,20347,4208,5563075,30240666,35803741,2415,1897,4312
2019-02-19,24756,20577,4179,7042197,30341161,37383358,2210,1794,4004
2019-02-20,31122,24457,6665,8412204,33351026,41763230,4695,2378,7073
2019-02-21,26343,21912,4431,6927346,34211255,41138601,2439,2152,4591
2019-02-22,26432,22454,3978,6756997,38039874,44796871,2394,2012,4406
2019-02-23,24513,20802,3711,5019770,28306667,33326437,2001,1688,3689
2019-02-24,17294,14693,2601,2871225,22158812,25030037,1282,1192,2474
2019-02-25,26268,21647,4621,6520325,32406072,38926397,2481,1928,4409
2019-02-26,25632,21768,3864,8611388,38512314,47123702,2097,1838,3935
2019-02-27,33703,26792,6911,10684383,40399270,51083653,5205,2564,7769
2019-02-28,29266,24585,4681,8162334,42290783,50453117,2809,2379,5188
2019-03-01,33674,29022,4652,9592482,52187254,61779736,2692,2433,5125
2019-03-02,26741,22757,3984,6810584,40484879,47295463,2096,1873,3969
2019-03-03,21129,17813,3316,7969326,31829446,39798772,1565,1458,3023
2019-03-04,25287,21303,3984,7421952,30015887,37437839,1719,1702,3421
2019-03-05,29153,23763,5390,5524255,26902965,32427220,2438,2102,4540
2019-03-06,38286,29745,8541,11115511,40863242,51978753,5157,2599,7756
2019-03-07,28439,23601,4838,6173500,39116796,45290296,2481,1950,4431
2019-03-08,26855,21928,4927,6890948,34494361,41385309,2605,1754,4359
2019-03-09,24552,20404,4148,4423814,30917091,35340905,1702,1468,3170
2019-03-10,17522,14296,3226,3279925,20086075,23366000,1389,1339,2728
2019-03-11,28695,23204,5491,6824417,30890584,37715001,2945,2250,5195
2019-03-12,33699,27484,6215,7897930,40691964,48589894,3449,2561,6010
2019-03-13,40010,30761,9249,9646563,43528416,53174979,6113,3147,9260
2019-03-14,32928,26814,6114,7839895,37496912,45336807,3168,2828,5996
2019-03-15,41846,32440,9406,10063735,45328004,55391739,5898,3408,9306
2019-03-16,34654,27894,6760,9890005,38077059,47967064,4686,2748,7434
2019-03-17,26343,20969,5374,4413548,25672711,30086259,4383,2563,6946
2019-03-18,34745,27726,7019,8447053,32269655,40716708,5352,3194,8546
2019-03-19,40875,31372,9503,9030656,39891137,48921793,6103,3411,9514
2019-03-20,23885,18656,5229,9273140,17240683,26513823,1898,1769,3667
2019-03-21,10194,6868,3326,1519215,7902322,9421537,609,1058,1667
2019-03-22,25297,19766,5531,4480330,14099986,18580316,2069,1201,3270
2019-03-23,28777,23097,5680,4989725,23111914,28101639,2206,2567,4773
2019-03-24,21670,17295,4375,4158760,18495203,22653963,1627,2303,3930
2019-03-25,32612,25739,6873,6450067,30966800,37416867,3051,3422,6473
2019-03-26,32488,26638,5850,7624245,40568327,48192572,2578,3120,5698
2019-03-27,38841,30140,8701,10591219,43062834,53654053,5203,3861,9064
2019-03-28,30454,25006,5448,6168227,33372105,39540332,2604,3487,6091
2019-03-29,30978,25447,5531,7227179,35075129,42302308,2528,3605,6133
2019-03-30,32875,25497,7378,7877485,27591767,35469252,4261,3436,7697
2019-03-31,22138,17766,4372,3647351,21961066,25608417,1971,2677,4648
2019-04-01,33326,27196,6130,6270770,34087049,40357819,4567,3511,8078
2019-04-02,34987,27827,7160,5131831,36105102,41236933,2811,3096,5907
2019-04-03,33132,25662,7470,7354700,33980073,41334773,3510,2534,6044
2019-04-04,32479,25441,7038,4555497,29615160,34170657,2498,2777,5275
2019-04-05,31372,24680,6692,5563780,34125415,39689195,3079,3188,6267
2019-04-06,27804,22080,5724,4759905,25795325,30555230,3017,2938,5955
2019-04-07,19697,16188,3509,3213775,18846291,22060066,1896,2643,4539
2019-04-08,25901,20832,5069,4633670,23907993,28541663,3011,3055,6066
2019-04-09,30803,23465,7338,7801176,27783751,35584927,4805,3345,8150
2019-04-10,29496,22420,7076,5844116,31860102,37704218,3193,2839,6032
2019-04-11,31812,23421,8391,13617589,45526777,59144366,4632,3166,7798
2019-04-12,25647,20459,5188,4890652,30817224,35707876,2842,2982,5824
2019-04-13,22959,17691,5268,4207425,20424588,24632013,2491,2384,4875
2019-04-14,18802,14687,4115,2744050,14933032,17677082,1695,2076,3771
2019-04-15,24450,19552,4898,5182257,21408494,26590751,2388,2757,5145
2019-04-16,26195,20674,5521,6375185,29740770,36115955,2767,3303,6070
2019-04-17,29331,22582,6749,12995975,46045260,59041235,4290,3425,7715
2019-04-18,27441,22039,5402,6803042,30776475,37579517,3067,3051,6118
2019-04-19,27519,21505,6014,5926275,27834100,33760375,3633,3026,6659
2019-04-20,27180,21887,5293,5630464,26990905,32621369,2719,3048,5767
2019-04-21,24999,19284,5715,3090385,20214377,23304762,2041,2389,4430
2019-04-22,30281,22823,7458,4353445,28862809,33216254,3742,3157,6899
2019-04-23,29467,22779,6688,5471090,25751550,31222640,3295,3099,6394
2019-04-24,29385,22473,6912,5231818,28281786,33513604,3469,2568,6037
2019-04-25,30934,23659,7275,13453945,47765091,61219036,3396,2418,5814
2019-04-26,33641,24906,8735,9065135,31777426,40842561,4957,2602,7559
2019-04-27,29611,22949,6662,6951276,26359189,33310465,3618,2626,6244
2019-04-28,21711,16801,4910,3047874,17182535,20230409,1781,1742,3523
2019-04-29,30755,22690,8065,5767725,25781693,31549418,4485,2515,7000
2019-04-30,29799,22429,7370,5476247,34627270,40103517,3344,2341,5685
2019-05-01,37206,28157,9049,7555817,41528979,49084796,5334,2774,8108
2019-05-02,33659,26143,7516,6471530,36979584,43451114,3841,2739,6580
2019-05-03,31220,24903,6317,5566043,30794509,36360552,3113,3010,6123
2019-05-04,30448,24759,5689,5888465,30332464,36220929,3102,3023,6125
2019-05-05,20917,17661,3256,3727020,24889088,28616108,1550,2400,3950
2019-05-06,29413,23076,6337,6461932,28031252,34493184,4086,3026,7112
2019-05-07,28423,22165,6258,6465945,27935583,34401528,3794,2882,6676
2019-05-08,35968,26428,9540,8398336,32777036,41175372,6530,3031,9561
2019-05-09,34087,24893,9194,7943838,30772225,38716063,5550,2555,8105
2019-05-10,28679,21451,7228,5869311,27207405,33076716,3554,2380,5934
2019-05-11,26332,19236,7096,4407487,74933888,79341375,3387,2558,5945
2019-05-12,20757,15582,5175,3308405,18851446,22159851,2136,2008,4144
2019-05-13,30194,23066,7128,5677650,24233546,29911196,3664,2677,6341
2019-05-14,36206,28106,8100,8512640,42120675,50633315,3864,2690,6554
2019-05-15,36432,28536,7896,7692170,38693445,46385615,3870,2745,6615
2019-05-16,48538,35398,13140,12277062,43813083,56090145,5821,3680,9501
2019-05-17,38840,29807,9033,9910129,39726816,49636945,3434,3239,6673
2019-05-18,39585,29563,10022,7946172,30585938,38532110,4313,3011,7324
2019-05-19,29464,21474,7990,4279450,19142354,23421804,2791,2231,5022
2019-05-20,38597,28804,9793,7767413,28444211,36211624,4904,3322,8226
2019-05-21,44040,33064,10976,10554124,34216650,44770774,5953,4502,10455
2019-05-22,38259,28755,9504,9927752,36544578,46472330,4002,3386,7388
2019-05-23,34353,23292,11061,8248393,27454586,35702979,5008,2000,7008
2019-05-24,43794,32011,11783,9613861,33145260,42759121,4696,3422,8118
2019-05-25,39552,29805,9747,9257737,35734486,44992223,3506,3190,6696
2019-05-26,31670,22415,9255,9671184,24126788,33797972,2572,2280,4852
2019-05-27,38597,28058,10539,17389968,45597345,62987313,4394,2579,6973
2019-05-28,39009,28537,10472,11511677,31614886,43126563,4072,3132,7204
2019-05-29,47096,32895,14201,17439515,32235668,49675183,6705,4143,10848
2019-05-30,43205,30201,13004,15264319,32438717,47703036,4860,3206,8066
2019-05-31,42629,29904,12725,15659188,34046266,49705454,3293,3156,6449
2019-06-01,56944,38055,18889,17473100,45072960,62546060,8148,3799,11947
2019-06-02,43114,28759,14355,16433955,31296393,47730348,4945,2838,7783
2019-06-03,45692,31554,14138,17285357,32902086,50187443,4312,3247,7559
2019-06-04,47470,33725,13745,15163889,39572922,54736811,5071,3587,8658
2019-06-05,43772,29818,13954,7633437,23891798,31525235,3963,2392,6355
2019-06-06,54700,37247,17453,12362265,126520165,138882430,7904,3765,11669
2019-06-07,55885,38088,17797,13386183,32343039,45729222,7922,3943,11865
2019-06-08,48778,35546,13232,8899978,29145353,38045331,5459,3225,8684
2019-06-09,33876,25281,8595,5337305,22416989,27754294,3024,2664,5688
2019-06-10,45911,33480,12431,8965239,32092342,41057581,4042,2967,7009
2019-06-11,46349,34100,12249,9043596,38998563,48042159,4620,2909,7529
2019-06-12,55361,37857,17504,12989893,39698506,52688399,7617,3758,11375
2019-06-13,50059,35634,14425,10728810,37274563,48003373,5166,3315,8481
2019-06-14,56173,38680,17493,18262066,40910792,59172858,8577,4399,12976
2019-06-15,53782,38196,15586,12402205,40172526,52574731,6374,3413,9787
2019-06-16,45275,31474,13801,10628365,28602036,39230401,5617,3218,8835
2019-06-17,63266,46044,17222,15322607,39724756,55047363,7976,4055,12031
2019-06-18,79743,58372,21371,24353888,67451963,91805851,9766,5310,15076
2019-06-19,83242,63136,20106,20870092,59100911,79971003,8895,5496,14391
2019-06-20,89442,66312,23130,25060295,55349235,80409530,10713,6814,17527
2019-06-21,80952,62117,18835,15317758,52328438,67646196,6620,5393,12013
2019-06-22,84453,66440,18013,14878367,48102198,62980565,6741,6886,13627
2019-06-23,70130,53586,16544,11739756,29478630,41218386,5902,5261,11163
2019-06-24,82979,64471,18508,15292297,44232194,59524491,7309,6122,13431
2019-06-25,86718,66208,20510,18809560,52588668,71398228,8543,7177,15720
2019-06-26,89655,68106,21549,22797350,67994841,90792191,10230,7848,18078
2019-06-27,84609,64677,19932,15872270,53708728,69580998,8631,7700,16331
2019-06-28,86555,66146,20409,19709963,45768491,65478454,10417,8150,18567
2019-06-29,87716,68406,19310,14264508,43094384,57358892,8691,7860,16551
2019-06-30,74612,57825,16787,11673587,35641872,47315459,6466,6019,12485
2019-07-01,84747,65278,19469,13917870,47995633,61913503,7373,7178,14551
2019-07-02,91379,70098,21281,15658798,52729202,68388000,8435,7118,15553
2019-07-03,99341,74973,24368,16656258,52255271,68911529,10094,8044,18138
2019-07-04,97616,71127,26489,20519228,48895701,69414929,12223,7519,19742
2019-07-05,98261,72569,25692,20919519,45622371,66541890,12070,6664,18734
2019-07-06,92219,69818,22401,16934842,43923886,60858728,9773,6063,15836
2019-07-07,81019,60827,20192,12951693,35202665,48154358,8569,5739,14308
2019-07-09,99541,73737,25804,19450480,48145472,67595952,11508,7376,18884
2019-07-10,97566,72058,25508,17071307,49412436,66483743,9593,6373,15966
2019-07-11,96689,73033,23656,17405716,54317326,71723042,10217,7582,17799
2019-07-12,92004,70472,21532,17981394,50835192,68816586,9884,7283,17167
2019-07-13,98442,74191,24251,19647964,44488873,64136837,11526,8363,19889
2019-07-14,82225,61936,20289,14111438,33586567,47698005,7243,5160,12403
2019-07-15,83202,62456,20746,15383343,41837990,57221333,8193,6332,14525
2019-07-16,94025,70561,23464,21578275,51249944,72828219,10743,6454,17197
2019-07-17,92596,69667,22929,24601025,48250618,72851643,11923,7539,19462
2019-07-18,88353,68215,20138,23180142,52402734,75582876,11714,8180,19894
2019-07-19,84868,67890,16978,19456510,51244899,70701409,9049,7733,16782
2019-07-20,85554,66978,18576,18112994,48298977,66411971,9552,6875,16427
2019-07-21,67066,52526,14540,11019815,32536679,43556494,6180,6120,12300
2019-07-22,78311,62537,15774,16137880,39294196,55432076,8459,7542,16001
2019-07-23,79397,64690,14707,17584751,49904772,67489523,7630,8084,15714
2019-07-24,78398,63925,14473,17148310,53533287,70681597,7383,7693,15076
2019-07-25,85720,65409,20311,24150728,47327824,71478552,12650,7494,20144
2019-07-26,79580,60138,19442,21140201,44795204,65935405,11176,6916,18092
2019-07-27,74423,57993,16430,15264453,42401379,57665832,8403,6437,14840
2019-07-28,66733,51822,14911,12147870,37867637,50015507,6403,5299,11702
2019-07-29,62629,49371,13258,14333030,34218124,48551154,7420,5814,13234
2019-07-30,70885,55828,15057,14914353,37004430,51918783,7630,6303,13933
2019-07-31,92092,68981,23111,20602301,46839314,67441615,10627,8708,19335
